"","MSTI_VAR","MSTI.Variables","Country","Year","Unit.Code","Unit","PowerCode.Code","PowerCode","Value","Flag.Codes","Flags","src","type"
"54","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United Kingdom",2012,"USD","US Dollar",6,"Millions",38490.1618178652,"e","Estimated value","G_","PPP"
"55","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United Kingdom",2013,"USD","US Dollar",6,"Millions",41532.087885621,"","","G_","PPP"
"56","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United Kingdom",2014,"USD","US Dollar",6,"Millions",43811.1309640808,"e","Estimated value","G_","PPP"
"57","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United Kingdom",2015,"USD","US Dollar",6,"Millions",45678.1989343539,"","","G_","PPP"
"58","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United Kingdom",2016,"USD","US Dollar",6,"Millions",47420.6850159966,"e","Estimated value","G_","PPP"
"59","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United Kingdom",2017,"USD","US Dollar",6,"Millions",49345.3159905129,"p","Provisional value","G_","PPP"
"60","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2011,"USD","US Dollar",6,"Millions",429792,"d","Definition differs","G_","PPP"
"61","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2012,"USD","US Dollar",6,"Millions",434349,"d","Definition differs","G_","PPP"
"62","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2013,"USD","US Dollar",6,"Millions",454821,"d","Definition differs","G_","PPP"
"63","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2014,"USD","US Dollar",6,"Millions",476452,"d","Definition differs","G_","PPP"
"64","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2015,"USD","US Dollar",6,"Millions",495098,"d","Definition differs","G_","PPP"
"65","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2016,"USD","US Dollar",6,"Millions",516254,"d; p","Definition differs; Provisional value","G_","PPP"
"66","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","United States",2017,"USD","US Dollar",6,"Millions",543249,"d; e","Definition differs; Estimated value","G_","PPP"
"67","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2011,"USD","US Dollar",6,"Millions",247808.303285244,"","","G_","PPP"
"68","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2012,"USD","US Dollar",6,"Millions",292196.334101595,"","","G_","PPP"
"69","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2013,"USD","US Dollar",6,"Millions",334116.570198709,"","","G_","PPP"
"70","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2014,"USD","US Dollar",6,"Millions",370605.486015488,"","","G_","PPP"
"71","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2015,"USD","US Dollar",6,"Millions",407466.678108723,"","","G_","PPP"
"72","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2016,"USD","US Dollar",6,"Millions",451411.916295617,"","","G_","PPP"
"73","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","China (People's Republic of)",2017,"USD","US Dollar",6,"Millions",495980.942813618,"","","G_","PPP"
"74","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2011,"USD","US Dollar",6,"Millions",35192.0771939962,"","","G_","PPP"
"75","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2012,"USD","US Dollar",6,"Millions",37911.4927064046,"","","G_","PPP"
"76","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2013,"USD","US Dollar",6,"Millions",38607.0431671139,"","","G_","PPP"
"77","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2014,"USD","US Dollar",6,"Millions",40330.1791246171,"","","G_","PPP"
"78","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2015,"USD","US Dollar",6,"Millions",38776.3645167333,"","","G_","PPP"
"79","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2016,"USD","US Dollar",6,"Millions",38742.5967057889,"","","G_","PPP"
"80","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","Russia",2017,"USD","US Dollar",6,"Millions",41868.0120705431,"","","G_","PPP"
"81","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2011,"USD","US Dollar",6,"Millions",1060899.0225696,"e","Estimated value","G_","PPP"
"82","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2012,"USD","US Dollar",6,"Millions",1092840.05461484,"e","Estimated value","G_","PPP"
"83","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2013,"USD","US Dollar",6,"Millions",1149660.94943089,"e","Estimated value","G_","PPP"
"84","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2014,"USD","US Dollar",6,"Millions",1202201.6180649,"e","Estimated value","G_","PPP"
"85","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2015,"USD","US Dollar",6,"Millions",1240361.07844527,"e","Estimated value","G_","PPP"
"86","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2016,"USD","US Dollar",6,"Millions",1280791.55915171,"e","Estimated value","G_","PPP"
"87","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD - Total",2017,"USD","US Dollar",6,"Millions",1357745.77799691,"e","Estimated value","G_","PPP"
"88","G_XGDP","GERD as a percentage of GDP","Australia",2011,"PC","Percentage",0,"Units",2.11403053636714,"e","Estimated value","G_","XGDP"
"89","G_XGDP","GERD as a percentage of GDP","Australia",2013,"PC","Percentage",0,"Units",2.09389251374701,"e","Estimated value","G_","XGDP"
"90","G_XGDP","GERD as a percentage of GDP","Australia",2015,"PC","Percentage",0,"Units",1.87561246606434,"e","Estimated value","G_","XGDP"
"91","G_XGDP","GERD as a percentage of GDP","Canada",2011,"PC","Percentage",0,"Units",1.7913228895527,"","","G_","XGDP"
"92","G_XGDP","GERD as a percentage of GDP","Canada",2012,"PC","Percentage",0,"Units",1.77659961992706,"b","Time series break","G_","XGDP"
"93","G_XGDP","GERD as a percentage of GDP","Canada",2013,"PC","Percentage",0,"Units",1.70964268831445,"","","G_","XGDP"
"94","G_XGDP","GERD as a percentage of GDP","Canada",2014,"PC","Percentage",0,"Units",1.7182339513502,"b","Time series break","G_","XGDP"
"95","G_XGDP","GERD as a percentage of GDP","Canada",2015,"PC","Percentage",0,"Units",1.69717533584211,"","","G_","XGDP"
"96","G_XGDP","GERD as a percentage of GDP","Canada",2016,"PC","Percentage",0,"Units",1.69728197708892,"","","G_","XGDP"
"97","G_XGDP","GERD as a percentage of GDP","Canada",2017,"PC","Percentage",0,"Units",1.59099670273325,"p","Provisional value","G_","XGDP"
"98","G_XGDP","GERD as a percentage of GDP","Canada",2018,"PC","Percentage",0,"Units",1.548202425392,"e; p","Estimated value; Provisional value","G_","XGDP"
"99","G_XGDP","GERD as a percentage of GDP","France",2011,"PC","Percentage",0,"Units",2.19161452586975,"","","G_","XGDP"
"100","G_XGDP","GERD as a percentage of GDP","France",2012,"PC","Percentage",0,"Units",2.22706582331325,"","","G_","XGDP"
"101","G_XGDP","GERD as a percentage of GDP","France",2013,"PC","Percentage",0,"Units",2.23702513096375,"","","G_","XGDP"
"102","G_XGDP","GERD as a percentage of GDP","France",2014,"PC","Percentage",0,"Units",2.2759166699616,"b","Time series break","G_","XGDP"
"103","G_XGDP","GERD as a percentage of GDP","France",2015,"PC","Percentage",0,"Units",2.26703077466121,"","","G_","XGDP"
"104","G_XGDP","GERD as a percentage of GDP","France",2016,"PC","Percentage",0,"Units",2.24805031751331,"p","Provisional value","G_","XGDP"
"105","G_XGDP","GERD as a percentage of GDP","France",2017,"PC","Percentage",0,"Units",2.18868375705863,"e","Estimated value","G_","XGDP"
"106","G_XGDP","GERD as a percentage of GDP","Germany",2011,"PC","Percentage",0,"Units",2.79562403714966,"","","G_","XGDP"
"107","G_XGDP","GERD as a percentage of GDP","Germany",2012,"PC","Percentage",0,"Units",2.86812621000196,"","","G_","XGDP"
"108","G_XGDP","GERD as a percentage of GDP","Germany",2013,"PC","Percentage",0,"Units",2.82104519786005,"","","G_","XGDP"
"109","G_XGDP","GERD as a percentage of GDP","Germany",2014,"PC","Percentage",0,"Units",2.86691120571431,"","","G_","XGDP"
"110","G_XGDP","GERD as a percentage of GDP","Germany",2015,"PC","Percentage",0,"Units",2.91196771908189,"","","G_","XGDP"
"111","G_XGDP","GERD as a percentage of GDP","Germany",2016,"PC","Percentage",0,"Units",2.91711545955664,"","","G_","XGDP"
"112","G_XGDP","GERD as a percentage of GDP","Germany",2017,"PC","Percentage",0,"Units",3.0223336608347,"e","Estimated value","G_","XGDP"
"113","G_XGDP","GERD as a percentage of GDP","Italy",2011,"PC","Percentage",0,"Units",1.20983504420161,"","","G_","XGDP"
"114","G_XGDP","GERD as a percentage of GDP","Italy",2012,"PC","Percentage",0,"Units",1.27086994387159,"","","G_","XGDP"
"115","G_XGDP","GERD as a percentage of GDP","Italy",2013,"PC","Percentage",0,"Units",1.30768489150966,"","","G_","XGDP"
"116","G_XGDP","GERD as a percentage of GDP","Italy",2014,"PC","Percentage",0,"Units",1.34300836735258,"e","Estimated value","G_","XGDP"
"117","G_XGDP","GERD as a percentage of GDP","Italy",2015,"PC","Percentage",0,"Units",1.34115342947768,"","","G_","XGDP"
"118","G_XGDP","GERD as a percentage of GDP","Italy",2016,"PC","Percentage",0,"Units",1.37130610512481,"b","Time series break","G_","XGDP"
"119","G_XGDP","GERD as a percentage of GDP","Italy",2017,"PC","Percentage",0,"Units",1.3539629596027,"p","Provisional value","G_","XGDP"
"120","G_XGDP","GERD as a percentage of GDP","Japan",2011,"PC","Percentage",0,"Units",3.24476642141925,"","","G_","XGDP"
"121","G_XGDP","GERD as a percentage of GDP","Japan",2012,"PC","Percentage",0,"Units",3.20908393695455,"","","G_","XGDP"
"122","G_XGDP","GERD as a percentage of GDP","Japan",2013,"PC","Percentage",0,"Units",3.31495982714583,"b","Time series break","G_","XGDP"
"123","G_XGDP","GERD as a percentage of GDP","Japan",2014,"PC","Percentage",0,"Units",3.40021853521083,"","","G_","XGDP"
"124","G_XGDP","GERD as a percentage of GDP","Japan",2015,"PC","Percentage",0,"Units",3.27754086669231,"","","G_","XGDP"
"125","G_XGDP","GERD as a percentage of GDP","Japan",2016,"PC","Percentage",0,"Units",3.14080600127255,"","","G_","XGDP"
"126","G_XGDP","GERD as a percentage of GDP","Japan",2017,"PC","Percentage",0,"Units",3.20432207421503,"","","G_","XGDP"
"127","G_XGDP","GERD as a percentage of GDP","Korea",2011,"PC","Percentage",0,"Units",3.74361298390238,"","","G_","XGDP"
"128","G_XGDP","GERD as a percentage of GDP","Korea",2012,"PC","Percentage",0,"Units",4.02554328197758,"","","G_","XGDP"
"129","G_XGDP","GERD as a percentage of GDP","Korea",2013,"PC","Percentage",0,"Units",4.14852846635485,"","","G_","XGDP"
"130","G_XGDP","GERD as a percentage of GDP","Korea",2014,"PC","Percentage",0,"Units",4.28874332567582,"","","G_","XGDP"
"131","G_XGDP","GERD as a percentage of GDP","Korea",2015,"PC","Percentage",0,"Units",4.21701706156399,"","","G_","XGDP"
"132","G_XGDP","GERD as a percentage of GDP","Korea",2016,"PC","Percentage",0,"Units",4.22744071918508,"","","G_","XGDP"
"133","G_XGDP","GERD as a percentage of GDP","Korea",2017,"PC","Percentage",0,"Units",4.55323946333385,"","","G_","XGDP"
"134","G_XGDP","GERD as a percentage of GDP","Mexico",2011,"PC","Percentage",0,"Units",0.51144169725073,"","","G_","XGDP"
"135","G_XGDP","GERD as a percentage of GDP","Mexico",2012,"PC","Percentage",0,"Units",0.48684154627671,"","","G_","XGDP"
"136","G_XGDP","GERD as a percentage of GDP","Mexico",2013,"PC","Percentage",0,"Units",0.49855126604572,"","","G_","XGDP"
"137","G_XGDP","GERD as a percentage of GDP","Mexico",2014,"PC","Percentage",0,"Units",0.53036603800259,"e; p","Estimated value; Provisional value","G_","XGDP"
"138","G_XGDP","GERD as a percentage of GDP","Mexico",2015,"PC","Percentage",0,"Units",0.52376584727987,"e; p","Estimated value; Provisional value","G_","XGDP"
"139","G_XGDP","GERD as a percentage of GDP","Mexico",2016,"PC","Percentage",0,"Units",0.48609043334085,"e; p","Estimated value; Provisional value","G_","XGDP"
"140","G_XGDP","GERD as a percentage of GDP","United Kingdom",2011,"PC","Percentage",0,"Units",1.66487893923308,"","","G_","XGDP"
"141","G_XGDP","GERD as a percentage of GDP","United Kingdom",2012,"PC","Percentage",0,"Units",1.59382253601091,"e","Estimated value","G_","XGDP"
"142","G_XGDP","GERD as a percentage of GDP","United Kingdom",2013,"PC","Percentage",0,"Units",1.63937600029977,"","","G_","XGDP"
"143","G_XGDP","GERD as a percentage of GDP","United Kingdom",2014,"PC","Percentage",0,"Units",1.65914888887082,"e","Estimated value","G_","XGDP"
"144","G_XGDP","GERD as a percentage of GDP","United Kingdom",2015,"PC","Percentage",0,"Units",1.66817962917737,"","","G_","XGDP"
"145","G_XGDP","GERD as a percentage of GDP","United Kingdom",2016,"PC","Percentage",0,"Units",1.68211202300657,"e","Estimated value","G_","XGDP"
"146","G_XGDP","GERD as a percentage of GDP","United Kingdom",2017,"PC","Percentage",0,"Units",1.6638133047493,"p","Provisional value","G_","XGDP"
"147","G_XGDP","GERD as a percentage of GDP","United States",2011,"PC","Percentage",0,"Units",2.76525483346332,"d","Definition differs","G_","XGDP"
"148","G_XGDP","GERD as a percentage of GDP","United States",2012,"PC","Percentage",0,"Units",2.6816621120186,"d","Definition differs","G_","XGDP"
"149","G_XGDP","GERD as a percentage of GDP","United States",2013,"PC","Percentage",0,"Units",2.70971127476794,"d","Definition differs","G_","XGDP"
"150","G_XGDP","GERD as a percentage of GDP","United States",2014,"PC","Percentage",0,"Units",2.71920374149906,"d","Definition differs","G_","XGDP"
"151","G_XGDP","GERD as a percentage of GDP","United States",2015,"PC","Percentage",0,"Units",2.7174374510718,"d","Definition differs","G_","XGDP"
"152","G_XGDP","GERD as a percentage of GDP","United States",2016,"PC","Percentage",0,"Units",2.75965565965042,"d; p","Definition differs; Provisional value","G_","XGDP"
"153","G_XGDP","GERD as a percentage of GDP","United States",2017,"PC","Percentage",0,"Units",2.78798057663089,"d; e","Definition differs; Estimated value","G_","XGDP"
"154","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2011,"PC","Percentage",0,"Units",1.7753931427838,"","","G_","XGDP"
"155","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2012,"PC","Percentage",0,"Units",1.90581611696042,"","","G_","XGDP"
"156","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2013,"PC","Percentage",0,"Units",1.99020737532348,"","","G_","XGDP"
"157","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2014,"PC","Percentage",0,"Units",2.02114210822176,"","","G_","XGDP"
"158","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2015,"PC","Percentage",0,"Units",2.05643152527944,"","","G_","XGDP"
"159","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2016,"PC","Percentage",0,"Units",2.10826440402617,"","","G_","XGDP"
"160","G_XGDP","GERD as a percentage of GDP","China (People's Republic of)",2017,"PC","Percentage",0,"Units",2.12860205336168,"","","G_","XGDP"
"161","G_XGDP","GERD as a percentage of GDP","Russia",2011,"PC","Percentage",0,"Units",1.01260944868873,"","","G_","XGDP"
"162","G_XGDP","GERD as a percentage of GDP","Russia",2012,"PC","Percentage",0,"Units",1.02674578995632,"","","G_","XGDP"
"163","G_XGDP","GERD as a percentage of GDP","Russia",2013,"PC","Percentage",0,"Units",1.02523952672664,"","","G_","XGDP"
"164","G_XGDP","GERD as a percentage of GDP","Russia",2014,"PC","Percentage",0,"Units",1.07011446267789,"","","G_","XGDP"
"165","G_XGDP","GERD as a percentage of GDP","Russia",2015,"PC","Percentage",0,"Units",1.09893106522767,"","","G_","XGDP"
"166","G_XGDP","GERD as a percentage of GDP","Russia",2016,"PC","Percentage",0,"Units",1.09690280696592,"","","G_","XGDP"
"167","G_XGDP","GERD as a percentage of GDP","Russia",2017,"PC","Percentage",0,"Units",1.10867710611025,"e","Estimated value","G_","XGDP"
"168","G_XGDP","GERD as a percentage of GDP","OECD - Total",2011,"PC","Percentage",0,"Units",2.31328625728738,"e","Estimated value","G_","XGDP"
"169","G_XGDP","GERD as a percentage of GDP","OECD - Total",2012,"PC","Percentage",0,"Units",2.30763632762673,"e","Estimated value","G_","XGDP"
"170","G_XGDP","GERD as a percentage of GDP","OECD - Total",2013,"PC","Percentage",0,"Units",2.33013329756397,"e","Estimated value","G_","XGDP"
"171","G_XGDP","GERD as a percentage of GDP","OECD - Total",2014,"PC","Percentage",0,"Units",2.35236286693807,"e","Estimated value","G_","XGDP"
"172","G_XGDP","GERD as a percentage of GDP","OECD - Total",2015,"PC","Percentage",0,"Units",2.34385191609438,"e","Estimated value","G_","XGDP"
"173","G_XGDP","GERD as a percentage of GDP","OECD - Total",2016,"PC","Percentage",0,"Units",2.34210078162236,"e","Estimated value","G_","XGDP"
"174","G_XGDP","GERD as a percentage of GDP","OECD - Total",2017,"PC","Percentage",0,"Units",2.36807681209714,"e","Estimated value","G_","XGDP"
"175","G_PPPCT","GERD at constant prices and PPP $","Australia",2011,"USD","US Dollar",6,"Millions",20717.9816389265,"e","Estimated value","G_","PPPCT"
"176","G_PPPCT","GERD at constant prices and PPP $","Australia",2013,"USD","US Dollar",6,"Millions",21598.2895907381,"e","Estimated value","G_","PPPCT"
"177","G_PPPCT","GERD at constant prices and PPP $","Australia",2015,"USD","US Dollar",6,"Millions",20362.3284112737,"e","Estimated value","G_","PPPCT"
"178","G_PPPCT","GERD at constant prices and PPP $","Canada",2011,"USD","US Dollar",6,"Millions",25138.6464473882,"","","G_","PPPCT"
"179","G_PPPCT","GERD at constant prices and PPP $","Canada",2012,"USD","US Dollar",6,"Millions",25367.2080964474,"b","Time series break","G_","PPPCT"
"180","G_PPPCT","GERD at constant prices and PPP $","Canada",2013,"USD","US Dollar",6,"Millions",25015.3391248022,"","","G_","PPPCT"
"181","G_PPPCT","GERD at constant prices and PPP $","Canada",2014,"USD","US Dollar",6,"Millions",25859.0084162645,"b","Time series break","G_","PPPCT"
"182","G_PPPCT","GERD at constant prices and PPP $","Canada",2015,"USD","US Dollar",6,"Millions",25797.7275300473,"","","G_","PPPCT"
